,Name,Brand,Price,Body,Transmission,Number Of Seats,Segment,Introduction,Drive,Drive System,Fuel,Cylinder Capacity,Max Power Hp,Max Torque,Fuel System,Valve Actuation,Turbo,Fuel Tank,Top Speed,Energy Label,Front Stabilizer,Rear Stabilizer,Num_doors,Dt_Transmission
0,HYUNDAI I20 1 2 MPI I MOTION,HYUNDAI,17147.000000000004, hatchback,5.0,5,b,2020,front,fuel engine,gasoline,4.0,84.0,118.0,direct injection,dohc,no,40.0,173.0,b,yes,no,5,manual transmission
1,MERCEDES BENZ S 450 4MATIC,MERCEDES,134188.0, sedan,9.0,5,f,2020,front+rear,fuel engine,gasoline,4.0,367.0,500.0,direct injection,dohc,yes,76.0,250.0,b,yes,yes,4,automatic
2,OPEL MOKKA 1 2 TURBO 100HP EDITION,OPEL,25400.0, suv/crossover,6.0,5,l,2020,front,fuel engine,gasoline,4.0,100.0,205.0,direct injection,dohc,yes,44.0,188.0,b,yes,no,5,manual transmission
3,JAGUAR XF P250 S,JAGUAR,67805.0, sedan,8.0,5,e,2020,rear,fuel engine,gasoline,4.0,250.0,365.0,direct injection,dohc,yes,74.0,250.0,c,yes,yes,4,automatic
4,JAGUAR XF SPORTBRAKE P250 S,JAGUAR,73805.0, station wagon,8.0,5,e,2020,rear,fuel engine,gasoline,4.0,250.0,365.0,direct injection,dohc,yes,74.0,241.0,d,yes,yes,5,automatic
5,VOLKSWAGEN CADDY CARGO 2 0 TDI 75HP ECONOMY BUSINESS,VOLKSWAGEN,14700.0, van,6.0,2,n,2020,front,fuel engine,diesel,4.0,75.0,250.0,common rail,dohc,yes,55.0,157.0,b,yes,yes,3,manual transmission
6,PEUGEOT 3008 ACTIVE 1 2 PURETECH 130,PEUGEOT,35420.0, suv/crossover,6.0,5,l,2021,front,fuel engine,gasoline,4.0,130.0,230.0,direct injection,dohc,yes,53.0,188.0,b,yes,yes,5,manual transmission
7,PEUGEOT 5008 ACTIVE 1 2 PURETECH 130,PEUGEOT,37920.0, suv/crossover,6.0,7,l,2021,front,fuel engine,gasoline,4.0,130.0,230.0,direct injection,dohc,yes,53.0,188.0,b,yes,yes,5,manual transmission
8,OPEL CROSSLAND 1 2,OPEL,21100.0, suv/crossover,5.0,5,l,2020,front,fuel engine,gasoline,4.0,83.0,118.0,multipoint injection,dohc,no,45.0,170.0,b,yes,no,5,manual transmission
9,JAGUAR E PACE P160 S,JAGUAR,56446.99999999999, suv/crossover,9.0,5,l,2020,front,fuel engine,gasoline,4.0,160.0,260.0,direct injection,dohc,yes,67.0,197.0,c,yes,yes,5,automatic
10,AUDI Q2 35 TFSI PRO LINE,AUDI,35410.0, suv/crossover,6.0,4,l,2020,front,fuel engine,gasoline,4.0,150.0,250.0,direct injection,dohc,yes,50.0,218.0,b,yes,yes,5,manual transmission
11,CUPRA FORMENTOR 310 2 0 TSI 4DRIVE,CUPRA,61465.0, hatchback,7.0,5,c,2020,front+rear,fuel engine,gasoline,4.0,310.0,400.0,direct injection,dohc,yes,55.0,250.0,f,no,no,5,automatic with double clutch
12,RENAULT TALISMAN TCE 140 BUSINESS ZEN,RENAULT,31630.0, sedan,6.0,5,d,2020,front,fuel engine,gasoline,4.0,140.0,260.0,direct injection,dohc,yes,50.0,207.0,a,yes,yes,4,manual transmission
13,RENAULT TALISMAN ESTATE TCE 140 BUSINESS ZEN,RENAULT,32830.0, station wagon,6.0,5,d,2020,front,fuel engine,gasoline,4.0,140.0,260.0,direct injection,dohc,yes,50.0,201.0,a,yes,yes,5,manual transmission
14,VOLKSWAGEN GOLF VARIANT 1 0 TSI 110HP,VOLKSWAGEN,27760.0, hatchback,6.0,5,c,2021,front,fuel engine,gasoline,4.0,110.0,200.0,direct injection,dohc,yes,45.0,202.0,a,yes,yes,5,manual transmission
15,MINI COUNTRYMAN ONE,MINI,31310.0, suv/crossover,6.0,5,l,2020,front,fuel engine,gasoline,4.0,102.0,190.0,direct injection,dohc,yes,51.0,185.0,c,yes,yes,5,manual transmission
16,MITSUBISHI L200 CLUB CAB 2 4 DI D CLEARTEC INVITE,MITSUBISHI,24490.0, pick-up,6.0,2,,2015,front+rear,fuel engine,diesel,4.0,154.0,380.0,common rail,dohc,yes,75.0,169.0,g,no,no,2,manual transmission
17,MITSUBISHI L200 CLUB CAB 2 2 DI D CLEARTEC INVITE,MITSUBISHI,25990.0, pick-up,6.0,2,,2020,front+rear,fuel engine,diesel,4.0,150.0,400.0,common rail,dohc,yes,75.0,174.0,g,no,no,2,manual transmission
18,MITSUBISHI L200 DOUBLE CAB 2 4 DI D CLEARTEC INVITE,MITSUBISHI,60582.0, pick-up,6.0,5,,2015,front+rear,fuel engine,diesel,4.0,154.0,380.0,common rail,dohc,yes,75.0,169.0,g,no,no,4,manual transmission
19,MITSUBISHI L200 DOUBLE CAB 2 2 DI D CLEARTEC INTENSE,MITSUBISHI,31490.0, pick-up,6.0,5,,2020,front+rear,fuel engine,diesel,4.0,150.0,400.0,common rail,dohc,yes,75.0,174.0,g,no,no,4,manual transmission
20,VOLKSWAGEN MULTIVAN L1H1 2 0 TDI 150HP CRUISE,VOLKSWAGEN,89832.00000000001, bus,6.0,7,n,2020,front,fuel engine,diesel,4.0,150.0,340.0,common rail,dohc,yes,70.0,182.0,g,yes,yes,5,manual transmission
21,LEXUS LC 500 CONVERTIBLE,LEXUS,185645.0, coupé,0.0,4,g,2020,rear,fuel engine,gasoline,4.0,464.0,530.0,direct injection,dohc,no,82.0,270.0,g,yes,yes,2,automatic
22,HYUNDAI I30 1 0 T GDI 48V I MOTION,HYUNDAI,24097.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,120.0,172.0,direct injection,dohc,yes,50.0,196.0,a,yes,yes,5,manual transmission
23,HYUNDAI I30 FASTBACK 1 5 T GDI 48V PREMIUM,HYUNDAI,32197.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,160.0,253.0,direct injection,dohc,yes,50.0,210.0,a,yes,yes,5,manual transmission
24,HYUNDAI I30 WAGON 1 0 T GDI 48V COMFORT,HYUNDAI,27697.0, station wagon,6.0,5,c,2020,front,fuel engine,gasoline,4.0,120.0,172.0,direct injection,dohc,yes,50.0,196.0,a,yes,yes,5,manual transmission
25,PORSCHE 911 TARGA 4,PORSCHE,166222.99999999994, coupé,8.0,4,h,2020,front+rear,fuel engine,gasoline,4.0,385.0,450.0,direct injection,dohc,yes,67.0,289.0,g,yes,yes,2,automatic with double clutch
26,FORD TRANSIT L2H2 FWD 2 0 ECOBLUE 130HP MHEV AMBIENTE,FORD,73200.0, bus,6.0,9,n,2020,front,fuel engine,diesel,4.0,130.0,385.0,common rail,dohc,yes,80.0,,b,yes,no,4,manual transmission
27,MORGAN PLUS SIX,MORGAN,124950.0, convertible,8.0,4,,2019,rear,fuel engine,gasoline,4.0,340.0,500.0,direct injection,dohc,yes,46.0,267.0,g,no,no,2,automatic
28,RENAULT MEGANE TCE 115 LIFE,RENAULT,22690.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,116.0,220.0,direct injection,dohc,yes,47.0,192.0,b,yes,yes,5,manual transmission
29,RENAULT MEGANE ESTATE TCE 115 LIFE,RENAULT,23690.0, station wagon,6.0,5,c,2020,front,fuel engine,gasoline,4.0,116.0,220.0,direct injection,dohc,yes,47.0,195.0,b,yes,yes,5,manual transmission
30,BMW 420I COUPE,BMW,51266.00000000001, coupé,8.0,4,g,2020,rear,fuel engine,gasoline,4.0,184.0,300.0,direct injection,dohc,yes,59.0,240.0,b,yes,yes,2,automatic
31,MERCEDES BENZ E 200,MERCEDES,58787.0, sedan,9.0,5,e,2020,rear,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,66.0,240.0,c,yes,yes,4,automatic
32,MERCEDES BENZ E 200 4MATIC ALL TERRAIN,MERCEDES,72672.0, station wagon,9.0,5,e,2020,front+rear,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,66.0,225.0,d,yes,yes,5,automatic
33,MERCEDES BENZ E 200 CABRIOLET,MERCEDES,65788.0, convertible,9.0,5,g,2020,rear,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,66.0,234.0,c,yes,yes,2,automatic
34,MERCEDES BENZ E 200 COUPE,MERCEDES,58870.0, coupé,9.0,5,g,2020,rear,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,66.0,237.0,c,yes,yes,2,automatic
35,MERCEDES BENZ E 200 ESTATE,MERCEDES,62801.0, station wagon,9.0,5,e,2020,rear,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,66.0,231.0,c,yes,yes,5,automatic
36,SEAT ATECA 1 0 TSI REFERENCE,SEAT,28115.0, suv/crossover,6.0,5,l,2020,front,fuel engine,gasoline,4.0,110.0,200.0,direct injection,dohc,yes,50.0,180.0,b,yes,yes,5,manual transmission
37,VOLKSWAGEN ARTEON 2 0 TSI 190HP R LINE BUSINESS,VOLKSWAGEN,47890.0, hatchback,7.0,4,d,2020,front,fuel engine,gasoline,4.0,190.0,320.0,direct injection,dohc,yes,66.0,237.0,c,yes,yes,5,automatic with double clutch
38,VOLKSWAGEN ARTEON SHOOTING BRAKE 2 0 TSI 190HP R LINE BUSINESS,VOLKSWAGEN,48430.0, hatchback,7.0,4,d,2020,front,fuel engine,gasoline,4.0,190.0,320.0,direct injection,dohc,yes,66.0,233.0,c,yes,yes,5,automatic with double clutch
39,PORSCHE PANAMERA,PORSCHE,128363.0, hatchback,8.0,4,f,2020,rear,fuel engine,gasoline,4.0,330.0,450.0,direct injection,dohc,yes,75.0,270.0,e,yes,yes,5,automatic with double clutch
40,PORSCHE PANAMERA 4 SPORT TURISMO,PORSCHE,139463.0, station wagon,8.0,4,f,2020,front+rear,fuel engine,gasoline,4.0,330.0,450.0,direct injection,dohc,yes,75.0,263.0,f,yes,yes,5,automatic with double clutch
41,CITROEN C4 PURETECH 130 FEEL,CITROEN,26050.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,130.0,230.0,direct injection,dohc,yes,50.0,200.0,a,yes,yes,5,manual transmission
42,AUDI S3 LIMOUSINE QUATTRO,AUDI,63160.0, sedan,7.0,5,c,2020,front+rear,fuel engine,gasoline,4.0,310.0,400.0,direct injection,dohc,yes,55.0,250.0,e,yes,yes,4,automatic with double clutch
43,AUDI S3 SPORTBACK QUATTRO,AUDI,62870.0, hatchback,7.0,5,c,2020,front+rear,fuel engine,gasoline,4.0,310.0,400.0,direct injection,dohc,yes,55.0,250.0,e,yes,yes,5,automatic with double clutch
44,KIA PICANTO 1 0 DPI COMFORTLINE 4 ZITS,KIA,13915.0, hatchback,5.0,4,a,2020,front,fuel engine,gasoline,4.0,67.0,96.0,multipoint injection,dohc,no,35.0,161.0,b,yes,no,5,manual transmission
45,KIA RIO 1 0 T GDI MHEV 100HP COMFORTLINE,KIA,19173.0, hatchback,6.0,5,b,2020,front,fuel engine,gasoline,4.0,100.0,172.0,direct injection,dohc,yes,45.0,188.0,b,yes,no,5,manual transmission
46,KIA STONIC 1 0 T GDI MHEV 100HP COMFORTLINE,KIA,20673.0, suv/crossover,6.0,5,b,2020,front,fuel engine,gasoline,4.0,100.0,172.0,direct injection,dohc,no,45.0,183.0,b,yes,no,5,manual transmission
47,VOLKSWAGEN TIGUAN 1 5 TSI 130HP LIFE,VOLKSWAGEN,35690.0, suv/crossover,6.0,5,l,2020,front,fuel engine,gasoline,4.0,130.0,220.0,direct injection,dohc,yes,58.0,195.0,b,yes,yes,5,manual transmission
48,KIA SORENTO 1 6 T GDI HYBRID COMFORTLINE,KIA,44965.0, suv/crossover,6.0,5,m,2020,front,hybrid,gasoline,4.0,,,direct injection,dohc,yes,67.0,193.0,a,yes,yes,5,automatic
49,BENTLEY CONTINENTAL GTC 4 0 V8,BENTLEY,277260.0, convertible,8.0,4,,2020,front+rear,fuel engine,gasoline,4.0,550.0,770.0,direct injection,dohc,yes,90.0,318.0,g,yes,yes,2,automatic with double clutch
50,BENTLEY FLYING SPUR W12,BENTLEY,294461.0, sedan,8.0,5,i,2020,front+rear,fuel engine,gasoline,4.0,635.0,900.0,multipoint injection,dohc,yes,90.0,333.0,g,yes,yes,4,automatic
51,JAGUAR F PACE P250,JAGUAR,82545.0, suv/crossover,8.0,5,m,2020,front+rear,fuel engine,gasoline,4.0,249.0,365.0,direct injection,dohc,yes,82.0,217.0,e,yes,yes,5,automatic
52,LAND ROVER RANGE ROVER VELAR P250,LAND,85532.99999999999, suv/crossover,8.0,7,m,2020,front+rear,fuel engine,gasoline,4.0,250.0,365.0,direct injection,dohc,yes,60.0,217.0,e,yes,yes,5,automatic
53,FERRARI ROMA,FERRARI,232525.0, coupé,8.0,4,h,2020,rear,fuel engine,gasoline,4.0,612.0,761.0,direct injection,dohc,yes,80.0,320.0,g,yes,yes,2,automatic with double clutch
54,VOLKSWAGEN GOLF 1 0 TSI 90HP,VOLKSWAGEN,24205.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,90.0,175.0,direct injection,dohc,yes,50.0,188.0,a,yes,yes,5,manual transmission
55,HYUNDAI I10 1 0I I DRIVE,HYUNDAI,12610.999999999998, hatchback,5.0,4,a,2020,front,fuel engine,gasoline,4.0,67.0,96.0,multipoint injection,ohc,no,36.0,156.0,b,yes,yes,5,manual transmission
56,AUDI S8,AUDI,182740.0, sedan,8.0,5,f,2020,front+rear,fuel engine,gasoline,4.0,571.0,800.0,direct injection,dohc,yes,82.0,250.0,f,yes,yes,4,automatic
57,ALFA ROMEO GIULIA 2 0T 200HP,ALFA,44170.0, sedan,8.0,5,d,2020,rear,fuel engine,gasoline,4.0,200.0,330.0,direct injection,dohc,yes,58.0,230.0,d,yes,yes,4,automatic
58,ALFA ROMEO STELVIO 2 0T 200HP AWD,ALFA,63335.0, suv/crossover,8.0,5,m,2020,front+rear,fuel engine,gasoline,4.0,200.0,330.0,direct injection,dohc,yes,64.0,215.0,e,yes,yes,5,automatic
59,MERCEDES BENZ GLA 180,MERCEDES,46093.0, hatchback,7.0,5,l,2020,front,fuel engine,gasoline,4.0,136.0,200.0,direct injection,dohc,yes,43.0,200.0,c,yes,yes,5,automatic with double clutch
60,AUDI RS5 COUPE TFSI QUATTRO,AUDI,119650.0, coupé,8.0,4,g,2020,front+rear,fuel engine,gasoline,4.0,450.0,600.0,direct injection,dohc,yes,58.0,250.0,f,yes,yes,2,automatic with double clutch
61,AUDI RS5 SPORTBACK TFSI QUATTRO,AUDI,119250.0, hatchback,8.0,5,g,2020,front+rear,fuel engine,gasoline,4.0,450.0,600.0,direct injection,dohc,yes,58.0,250.0,f,yes,yes,5,automatic with double clutch
62,VOLVO S90 B4 BUSINESS PRO,VOLVO,53773.0, sedan,8.0,5,e,2020,front,fuel engine,gasoline,4.0,197.0,300.0,direct injection,dohc,yes,60.0,180.0,b,yes,yes,4,automatic
63,VOLVO V90 B4 BUSINESS PRO,VOLVO,56773.0, station wagon,8.0,5,e,2020,front,fuel engine,gasoline,4.0,197.0,300.0,direct injection,dohc,yes,60.0,180.0,b,yes,yes,5,automatic
64,VOLVO V90 CROSS COUNTRY B5 AWD PRO,VOLVO,70773.0, station wagon,8.0,5,e,2020,front+rear,fuel engine,gasoline,4.0,250.0,350.0,direct injection,dohc,yes,71.0,180.0,c,yes,yes,5,automatic
65,CITROEN C3 PURETECH 83 LIVE,CITROEN,17610.0, hatchback,5.0,5,b,2020,front,fuel engine,gasoline,4.0,83.0,118.0,multipoint injection,dohc,no,45.0,166.0,c,yes,no,5,manual transmission
66,MITSUBISHI SPACE STAR 1 0 ENTRY,MITSUBISHI,11180.0, hatchback,5.0,5,a,2020,front,fuel engine,gasoline,4.0,71.0,88.0,multipoint injection,dohc,no,35.0,172.0,b,yes,no,5,manual transmission
67,AUDI A3 SPORTBACK 30 TFSI PRO LINE,AUDI,32760.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,110.0,200.0,direct injection,dohc,yes,45.0,204.0,a,yes,yes,5,manual transmission
68,VOLKSWAGEN T ROC CABRIO 1 0 TSI 115HP STYLE,VOLKSWAGEN,35145.0, convertible,6.0,4,l,2020,front,fuel engine,gasoline,4.0,116.0,200.0,direct injection,dohc,yes,50.0,187.0,c,yes,no,2,manual transmission
69,SKODA OCTAVIA 1 0 TSI AMBITION,SKODA,26455.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,110.0,200.0,direct injection,dohc,yes,45.0,208.0,a,yes,yes,5,manual transmission
70,SKODA OCTAVIA COMBI 1 0 TSI AMBITION,SKODA,27955.0, station wagon,6.0,5,c,2020,front,fuel engine,gasoline,4.0,110.0,200.0,direct injection,dohc,yes,45.0,202.0,a,yes,yes,5,manual transmission
71,TOYOTA PROACE CITY VERSO 1 2 TURBO 110HP COOL COMFORT,TOYOTA,29795.0, mpv,5.0,5,,2020,front,fuel engine,gasoline,4.0,110.0,205.0,direct injection,ohc,yes,60.0,174.0,c,yes,no,5,manual transmission
72,AUDI S5 CABRIOLET TFSI QUATTRO,AUDI,110020.0, convertible,8.0,4,g,2020,front+rear,fuel engine,gasoline,4.0,354.0,500.0,direct injection,dohc,yes,58.0,250.0,f,yes,yes,2,automatic with double clutch
73,AUDI S5 COUPE TDI QUATTRO,AUDI,100910.0, coupé,8.0,4,g,2020,front+rear,fuel engine,diesel,4.0,347.0,700.0,common rail,dohc,yes,58.0,250.0,f,yes,yes,2,automatic with double clutch
74,AUDI S5 SPORTBACK TDI QUATTRO,AUDI,100510.0, hatchback,8.0,5,g,2020,front,fuel engine,diesel,4.0,347.0,700.0,common rail,dohc,yes,58.0,250.0,f,yes,yes,5,automatic with double clutch
75,RENAULT ESPACE TCE 225 INITIALE PARIS 5P,RENAULT,58500.0, mpv,7.0,5,k,2020,front,fuel engine,gasoline,4.0,225.0,300.0,direct injection,dohc,yes,58.0,224.0,e,yes,yes,5,automatic with double clutch
76,SUZUKI IGNIS 1 2 SMART HYBRID COMFORT,SUZUKI,16079.999999999998, hatchback,5.0,5,b,2020,front,fuel engine,gasoline,4.0,83.0,107.0,multipoint injection,dohc,no,32.0,165.0,b,yes,no,5,manual transmission
77,AUDI A3 LIMOUSINE 30 TFSI PRO LINE,AUDI,33260.0, sedan,6.0,5,c,2020,front,fuel engine,gasoline,4.0,110.0,200.0,direct injection,dohc,yes,45.0,210.0,a,yes,yes,4,manual transmission
78,HONDA JAZZ 1 5 HYBRID COMFORT,HONDA,23600.0, hatchback,,5,b,2020,front,fuel engine,gasoline,4.0,97.0,131.0,multipoint injection,ohc,no,40.0,175.0,a,yes,yes,5,oze automatic
79,JEEP COMPASS 1 3T 130 SPORT,JEEP,31315.0, suv/crossover,6.0,5,l,2020,front,fuel engine,gasoline,4.0,130.0,270.0,direct injection,dohc,no,55.0,192.0,c,yes,yes,5,manual transmission
80,OPEL INSIGNIA GRAND SPORT 2 0 TURBO 200HP BUSINESS ELEGANCE,OPEL,43300.0, hatchback,9.0,5,l,2020,front,fuel engine,gasoline,4.0,200.0,350.0,direct injection,dohc,yes,62.0,235.0,c,yes,yes,5,automatic
81,OPEL INSIGNIA SPORTS TOURER 2 0 TURBO 200HP BUSINESS ELEGANCE,OPEL,44800.0, station wagon,9.0,5,d,2020,front,fuel engine,gasoline,4.0,200.0,350.0,direct injection,dohc,yes,62.0,233.0,c,yes,yes,5,automatic
82,TOYOTA YARIS 1 0 VVT I COMFORT,TOYOTA,17065.0, hatchback,5.0,5,b,2020,front,fuel engine,gasoline,4.0,72.0,93.0,multipoint injection,dohc,no,42.0,,b,yes,yes,5,manual transmission
83,SEAT LEON 1 0 TSI 90HP REFERENCE,SEAT,23660.0, hatchback,5.0,5,c,2020,front,fuel engine,gasoline,4.0,90.0,175.0,direct injection,dohc,yes,45.0,183.0,b,yes,no,5,manual transmission
84,SEAT LEON SPORTSTOURER 1 0 TSI 90HP REFERENCE,SEAT,24860.0, station wagon,5.0,5,c,2020,front,fuel engine,gasoline,4.0,90.0,175.0,direct injection,dohc,yes,45.0,183.0,a,yes,no,5,manual transmission
85,ASTON MARTIN DBS 5 2 V12 SUPERLEGGERA,ASTON,348543.0, coupé,8.0,4,g,2019,rear,fuel engine,gasoline,4.0,725.0,900.0,direct injection,dohc,yes,,340.0,g,yes,yes,2,automatic
86,ASTON MARTIN DBS VOLANTE 5 2 V12 SUPERLEGGERA,ASTON,0.0, convertible,8.0,4,g,2020,rear,fuel engine,gasoline,4.0,725.0,900.0,direct injection,dohc,yes,,340.0,g,yes,yes,2,automatic
87,BMW 520I,BMW,57316.0, sedan,8.0,5,e,2020,rear,fuel engine,gasoline,4.0,184.0,290.0,direct injection,dohc,yes,68.0,235.0,a,yes,yes,4,automatic
88,BMW 520I TOURING,BMW,60247.0, station wagon,8.0,5,e,2020,rear,fuel engine,gasoline,4.0,184.0,290.0,direct injection,dohc,yes,68.0,225.0,b,yes,yes,5,automatic
89,BMW 630I GRAN TURISMO,BMW,74053.0, hatchback,8.0,5,e,2020,rear,fuel engine,gasoline,4.0,258.0,400.0,direct injection,dohc,yes,68.0,250.0,a,yes,yes,5,automatic
90,NISSAN NP300 NAVARA KING CAB 2 3 DCI 160 ACENTA,NISSAN,29416.0, pick-up,6.0,2,m,2019,front+rear,fuel engine,diesel,4.0,160.0,425.0,common rail,dohc,yes,73.0,172.0,g,yes,yes,2,manual transmission
91,BMW 840I GRAN COUPE,BMW,112392.0, sedan,8.0,5,g,2019,rear,fuel engine,gasoline,4.0,340.0,500.0,direct injection,dohc,yes,68.0,250.0,c,no,no,4,automatic
92,SKODA SUPERB 1 5 TSI GREENTECH ACT BUSINESS EDITION,SKODA,34525.0, hatchback,6.0,5,d,2019,front,fuel engine,gasoline,4.0,150.0,250.0,direct injection,dohc,yes,66.0,220.0,a,yes,yes,5,manual transmission
93,SKODA SUPERB COMBI 1 5 TSI GREENTECH ACT BUSINESS EDITION,SKODA,36025.0, station wagon,6.0,5,d,2019,front,fuel engine,gasoline,4.0,150.0,250.0,direct injection,dohc,yes,66.0,210.0,b,yes,yes,5,manual transmission
94,AUDI A6 ALLROAD 55 TFSI QUATTRO,AUDI,94900.0, station wagon,8.0,5,e,2019,front+rear,fuel engine,gasoline,4.0,340.0,500.0,direct injection,dohc,yes,63.0,250.0,d,yes,yes,5,automatic
95,LEXUS RX 450H BUSINESS LINE,LEXUS,76150.0, suv/crossover,,5,m,2019,front+rear,hybrid,gasoline,4.0,263.0,335.0,direct injection,dohc,no,65.0,200.0,c,yes,yes,5,oze automatic
96,SKODA KAMIQ 1 0 TSI 95HP GREENTECH ACTIVE,SKODA,21955.0, suv/crossover,5.0,5,l,2019,front,fuel engine,gasoline,4.0,95.0,175.0,direct injection,dohc,yes,50.0,183.0,b,yes,yes,5,manual transmission
97,BMW X6 XDRIVE40I,BMW,107978.0, suv/crossover,8.0,5,m,2019,front+rear,fuel engine,gasoline,4.0,340.0,450.0,direct injection,dohc,yes,83.0,250.0,d,yes,yes,5,automatic
98,NISSAN JUKE DIG T 117 VISIA,NISSAN,23940.0, suv/crossover,6.0,5,l,2019,front,fuel engine,gasoline,4.0,117.0,180.0,direct injection,dohc,yes,46.0,180.0,c,yes,yes,5,manual transmission
99,FORD KUGA 1 5 ECOBOOST 120HP TREND,FORD,32395.000000000004, suv/crossover,6.0,5,l,2020,front,fuel engine,gasoline,4.0,120.0,240.0,direct injection,dohc,yes,54.0,184.0,b,yes,yes,5,manual transmission
100,AUDI RS7 SPORTBACK TFSI QUATTRO,AUDI,184030.0, hatchback,8.0,4,e,2019,front+rear,fuel engine,gasoline,4.0,600.0,800.0,direct injection,dohc,yes,73.0,250.0,g,yes,yes,5,automatic
101,PEUGEOT 2008 ACTIVE 1 2 PURETECH 100,PEUGEOT,25000.0, suv/crossover,6.0,5,l,2019,front,fuel engine,gasoline,4.0,102.0,205.0,direct injection,dohc,yes,44.0,183.0,b,yes,yes,5,manual transmission
102,AUDI RS6 AVANT QUATTRO,AUDI,181420.0, station wagon,8.0,5,e,2019,front+rear,fuel engine,gasoline,4.0,600.0,800.0,direct injection,dohc,yes,73.0,250.0,g,yes,yes,5,automatic
103,RENAULT CAPTUR TCE 90 LIFE,RENAULT,21220.0, suv/crossover,5.0,5,j,2020,front,fuel engine,gasoline,4.0,91.0,160.0,multipoint injection,dohc,yes,48.0,170.0,b,yes,yes,5,manual transmission
104,BMW 218I GRAN COUPE,BMW,34705.0, sedan,6.0,5,c,2020,front,fuel engine,gasoline,4.0,140.0,220.0,direct injection,dohc,yes,42.0,215.0,b,yes,yes,4,manual transmission
105,FORD PUMA 1 0 ECOBOOST 95HP CONNECTED,FORD,23045.0, suv/crossover,6.0,5,l,2020,front+rear,fuel engine,gasoline,4.0,95.0,,direct injection,dohc,yes,42.0,175.0,b,yes,yes,5,manual transmission
106,CITROEN JUMPY COMBI XS BLUEHDI 95,CITROEN,39749.0, bus,5.0,8,n,2017,front,fuel engine,diesel,2.0,95.0,210.0,common rail,ohc,yes,69.0,145.0,f,yes,yes,4,manual transmission
107,CITROEN JUMPY SPACETOURER M BLUEHDI 95 BUSINESS,CITROEN,51299.0, bus,5.0,8,n,2017,front,fuel engine,diesel,2.0,95.0,210.0,common rail,ohc,yes,69.0,145.0,e,yes,yes,4,manual transmission
108,ROLLS ROYCE CULLINAN,ROLLS,415215.0, suv/crossover,8.0,5,m,2019,front+rear,fuel engine,gasoline,4.0,571.0,850.0,direct injection,dohc,yes,100.0,250.0,g,yes,yes,5,automatic
109,ROLLS ROYCE PHANTOM,ROLLS,547495.0, sedan,8.0,5,i,2018,rear,fuel engine,gasoline,4.0,571.0,900.0,direct injection,ohc,yes,100.0,250.0,g,yes,yes,4,automatic
110,LAND ROVER DEFENDER 110 D200,LAND,103545.0, suv/crossover,8.0,6,m,2019,front+rear,fuel engine,diesel,4.0,200.0,430.0,common rail,dohc,yes,85.0,175.0,f,yes,yes,5,automatic
111,LAND ROVER DEFENDER 90 D200,LAND,95595.0, suv/crossover,8.0,6,m,2019,front+rear,fuel engine,diesel,4.0,200.0,430.0,common rail,dohc,yes,84.0,175.0,g,yes,yes,3,automatic
112,TOYOTA PROACE CITY 1 2 TURBO 110HP COMFORT,TOYOTA,13395.0, van,5.0,2,,2020,front,fuel engine,gasoline,4.0,110.0,205.0,direct injection,ohc,yes,60.0,174.0,b,yes,no,3,manual transmission
113,VOLKSWAGEN TRANSPORTER L1H1 2 0 TDI 90HP ECONOMY BUSINESS,VOLKSWAGEN,18550.0, van,5.0,2,n,2019,front,fuel engine,diesel,4.0,90.0,220.0,common rail,dohc,yes,70.0,152.0,f,yes,yes,4,manual transmission
114,TOYOTA C HR 1 2T ACTIVE,TOYOTA,27450.0, suv/crossover,6.0,5,,2020,front,fuel engine,gasoline,4.0,116.0,185.0,direct injection,dohc,yes,50.0,190.0,d,yes,yes,5,manual transmission
115,AUDI A5 CABRIOLET 35 TFSI PRO LINE,AUDI,55770.0, convertible,7.0,4,g,2020,front,fuel engine,gasoline,4.0,150.0,270.0,direct injection,dohc,yes,54.0,219.0,c,yes,yes,2,automatic with double clutch
116,AUDI A5 COUPE 35 TFSI PRO LINE,AUDI,46770.0, coupé,7.0,4,g,2020,front,fuel engine,gasoline,4.0,150.0,270.0,direct injection,dohc,yes,54.0,210.0,b,yes,yes,2,automatic with double clutch
117,AUDI A5 SPORTBACK 35 TFSI PRO LINE,AUDI,46250.0, hatchback,7.0,5,g,2020,front,fuel engine,gasoline,4.0,150.0,270.0,direct injection,dohc,yes,54.0,210.0,b,yes,yes,5,automatic with double clutch
