,Name,Brand,Price,Body,Transmission,Number Of Seats,Segment,Introduction,Drive,Drive System,Fuel,Cylinder Capacity,Max Power Hp,Max Torque,Fuel System,Valve Actuation,Turbo,Fuel Tank,Top Speed,Energy Label,Front Stabilizer,Rear Stabilizer,Num_doors,Dt_Transmission
1980,TOYOTA CAMRY CUSTOMWAGON 2 2 XLI,TOYOTA,26042.0, station wagon,5.0,5,e,1992,front,fuel engine,gasoline,4.0,136.0,196.0,multipoint injection,dohc,no,70.0,195.0,,yes,yes,5,manual transmission
1981,TOYOTA CAMRY STATIONWAGON 1 8 XL,TOYOTA,14972.000000000002, station wagon,5.0,5,e,1987,front,fuel engine,gasoline,2.0,90.0,141.0,carburettor,ohc,no,60.0,160.0,,yes,yes,5,manual transmission
1982,TOYOTA CARINA E 1 6I,TOYOTA,17332.0, hatchback,5.0,5,d,1992,front,fuel engine,gasoline,4.0,116.0,145.0,multipoint injection,dohc,no,60.0,195.0,,yes,yes,5,manual transmission
1983,TOYOTA CARINA E 1 8 XLI,TOYOTA,19962.0, hatchback,5.0,5,d,1996,front,fuel engine,gasoline,4.0,107.0,150.0,multipoint injection,dohc,no,60.0,190.0,,yes,yes,5,manual transmission
1984,TOYOTA CARINA II 1 6 DX,TOYOTA,13384.0, hatchback,5.0,5,d,1986,front,fuel engine,gasoline,2.0,86.0,135.0,carburettor,ohc,no,55.0,175.0,,yes,yes,5,manual transmission
1985,TOYOTA CARINA II 1 6 XL,TOYOTA,14314.0, hatchback,5.0,5,d,1988,front,fuel engine,gasoline,4.0,90.0,135.0,carburettor,dohc,no,60.0,175.0,,yes,yes,5,manual transmission
1986,TOYOTA CARINA 1600,TOYOTA,7485.0, sedan,4.0,5,d,1980,rear,fuel engine,gasoline,2.0,75.0,116.0,carburettor,ohv,no,61.0,160.0,,yes,no,2,manual transmission
1987,TOYOTA CARINA 1600 LUXE,TOYOTA,8166.0, sedan,4.0,5,d,1980,rear,fuel engine,gasoline,2.0,75.0,116.0,carburettor,ohv,no,61.0,160.0,,yes,no,4,manual transmission
1988,TOYOTA CARINA 1 6 DL,TOYOTA,9164.0, sedan,4.0,5,d,1981,rear,fuel engine,gasoline,2.0,75.0,118.0,carburettor,ohv,no,61.0,160.0,,yes,yes,4,manual transmission
1989,TOYOTA CARINA E 1 6I,TOYOTA,15837.0, sedan,5.0,5,d,1992,front,fuel engine,gasoline,4.0,116.0,145.0,multipoint injection,dohc,no,60.0,195.0,,yes,yes,4,manual transmission
1990,TOYOTA CARINA E 1 6 XLI,TOYOTA,17465.999999999996, sedan,5.0,5,d,1996,front,fuel engine,gasoline,4.0,106.0,137.0,multipoint injection,dohc,no,60.0,190.0,,yes,yes,4,manual transmission
1991,TOYOTA CARINA II 1 6 DL,TOYOTA,12046.0, sedan,4.0,5,d,1986,front,fuel engine,gasoline,2.0,86.0,135.0,carburettor,ohc,no,55.0,175.0,,yes,yes,4,manual transmission
1992,TOYOTA CARINA II 1 6 DL,TOYOTA,12704.0, sedan,5.0,5,d,1988,front,fuel engine,gasoline,4.0,90.0,135.0,carburettor,dohc,no,60.0,175.0,,yes,yes,4,manual transmission
1993,TOYOTA CARINA COMBI 1600 LUXE,TOYOTA,8620.0, station wagon,4.0,5,d,1980,rear,fuel engine,gasoline,2.0,75.0,116.0,carburettor,ohv,no,55.0,155.0,,yes,no,5,manual transmission
1994,TOYOTA CARINA COMBI 1 6 DX,TOYOTA,10571.0, station wagon,4.0,5,d,1981,rear,fuel engine,gasoline,2.0,75.0,118.0,carburettor,ohv,no,61.0,160.0,,yes,yes,5,manual transmission
1995,SUZUKI IGNIS 1 3 GL,SUZUKI,12149.0, hatchback,5.0,5,b,2001,front,fuel engine,gasoline,4.0,83.0,110.0,multipoint injection,dohc,no,41.0,160.0,g,no,no,5,manual transmission
1996,SUZUKI IGNIS 1 3 GA,SUZUKI,12299.000000000002, hatchback,5.0,5,b,2003,front,fuel engine,gasoline,4.0,94.0,118.0,multipoint injection,dohc,no,41.0,160.0,g,no,no,5,manual transmission
1997,SUZUKI JIMNY 1 3 2WD JX,SUZUKI,12479.000000000002, suv/crossover,5.0,4,l,1998,front,fuel engine,gasoline,4.0,80.0,104.0,multipoint injection,ohc,no,40.0,140.0,g,yes,no,3,manual transmission
1998,SUZUKI JIMNY METAL TOP 1 3 JX,SUZUKI,18499.000000000004, suv/crossover,5.0,4,l,2005,front+rear,fuel engine,gasoline,4.0,85.0,110.0,multipoint injection,dohc,no,40.0,140.0,g,yes,no,3,manual transmission
1999,SUZUKI KIZASHI 2 4 SPORT,SUZUKI,29999.000000000004, sedan,6.0,5,d,2010,front,fuel engine,gasoline,4.0,178.0,230.0,multipoint injection,dohc,no,63.0,215.0,g,yes,yes,4,manual transmission
2000,SUZUKI LIANA 1 3 GLS,SUZUKI,14999.0, hatchback,5.0,5,c,2001,front,fuel engine,gasoline,4.0,90.0,116.0,multipoint injection,dohc,no,50.0,165.0,g,yes,no,5,manual transmission
2001,SUZUKI LIANA 1 6 GLS,SUZUKI,16799.0, hatchback,5.0,5,c,2004,front,fuel engine,gasoline,4.0,106.0,144.0,multipoint injection,dohc,no,50.0,175.0,g,yes,no,5,manual transmission
2002,SUZUKI LIANA 1 6 GLX,SUZUKI,15999.0, sedan,5.0,5,c,2002,front,fuel engine,gasoline,4.0,103.0,144.0,multipoint injection,dohc,no,50.0,170.0,g,yes,no,4,manual transmission
2003,SUZUKI LIANA 1 6 GLS,SUZUKI,16499.000000000004, sedan,5.0,5,c,2004,front,fuel engine,gasoline,4.0,106.0,144.0,multipoint injection,dohc,no,50.0,175.0,g,yes,no,4,manual transmission
2004,SUZUKI SAMURAI CABRIO DE LUXE,SUZUKI,12250.0, suv/crossover,5.0,4,l,1988,front+rear,fuel engine,gasoline,2.0,58.0,96.0,carburettor,ohc,no,40.0,130.0,,yes,no,2,manual transmission
2005,SUZUKI SAMURAI METAL TOP DE LUXE,SUZUKI,12840.0, suv/crossover,5.0,4,l,1988,front+rear,fuel engine,gasoline,2.0,58.0,96.0,carburettor,ohc,no,40.0,130.0,,yes,no,2,manual transmission
2006,SUZUKI SAMURAI METAL TOP DE LUXE,SUZUKI,13793.0, suv/crossover,5.0,4,l,1990,front+rear,fuel engine,gasoline,2.0,69.0,100.0,multipoint injection,ohc,no,40.0,130.0,,yes,no,3,manual transmission
2007,SUZUKI SPLASH 1 0 BASE,SUZUKI,9299.0, mpv,5.0,5,j,2008,front,fuel engine,gasoline,4.0,65.0,90.0,multipoint injection,dohc,no,45.0,160.0,e,yes,no,5,manual transmission
2008,SUZUKI SWIFT 1 0,SUZUKI,6577.999999999999, hatchback,5.0,5,b,1984,front,fuel engine,gasoline,2.0,50.0,75.0,carburettor,ohc,no,31.0,145.0,,yes,yes,3,manual transmission
2009,SUZUKI SWIFT 1 0 GA,SUZUKI,7257.999999999999, hatchback,5.0,5,b,1986,front,fuel engine,gasoline,2.0,50.0,75.0,carburettor,ohc,no,33.0,145.0,,yes,yes,3,manual transmission
2010,SUZUKI SWIFT 1 0 GA,SUZUKI,7848.0, hatchback,5.0,5,b,1989,front,fuel engine,gasoline,2.0,53.0,80.0,carburettor,ohc,no,40.0,145.0,,no,no,3,manual transmission
2011,SUZUKI SWIFT 1 0,SUZUKI,8892.000000000002, hatchback,5.0,5,b,1991,front,fuel engine,gasoline,2.0,53.0,76.0,singplepoint injection,ohc,no,40.0,145.0,,no,no,3,manual transmission
2012,SUZUKI SWIFT 1 0 GA,SUZUKI,8620.0, hatchback,5.0,5,b,1995,front,fuel engine,gasoline,2.0,53.0,76.0,singplepoint injection,ohc,no,40.0,145.0,,no,no,3,manual transmission
2013,SUZUKI SWIFT 1 0 GL,SUZUKI,8620.0, hatchback,5.0,5,b,1996,front,fuel engine,gasoline,2.0,53.0,76.0,singplepoint injection,ohc,no,40.0,145.0,f,no,no,3,manual transmission
2014,SUZUKI SWIFT 1 3 GA,SUZUKI,10999.0, hatchback,5.0,5,b,2005,front,fuel engine,gasoline,4.0,92.0,116.0,multipoint injection,dohc,no,45.0,175.0,g,yes,no,3,manual transmission
2015,SUZUKI SWIFT 1 2 BASE,SUZUKI,11661.0, hatchback,5.0,5,b,2010,front,fuel engine,gasoline,4.0,94.0,118.0,multipoint injection,dohc,no,42.0,165.0,d,yes,no,3,manual transmission
2016,SUZUKI SWIFT 1 3 GC,SUZUKI,8074.999999999999, hatchback,5.0,5,b,1984,front,fuel engine,gasoline,2.0,67.0,104.0,carburettor,ohc,no,31.0,163.0,,yes,yes,5,manual transmission
2017,SUZUKI SWIFT 1 0 GL,SUZUKI,8392.999999999998, hatchback,5.0,5,b,1986,front,fuel engine,gasoline,2.0,50.0,75.0,carburettor,ohc,no,33.0,145.0,,yes,yes,5,manual transmission
2018,SUZUKI SWIFT 1 3 GL,SUZUKI,9763.0, hatchback,5.0,5,b,1989,front,fuel engine,gasoline,2.0,67.0,101.0,carburettor,ohc,no,40.0,163.0,,yes,no,5,manual transmission
2019,SUZUKI SWIFT 1 0 GC,SUZUKI,9527.000000000002, hatchback,5.0,5,b,1995,front,fuel engine,gasoline,2.0,53.0,76.0,singplepoint injection,ohc,no,40.0,145.0,,no,no,5,manual transmission
2020,SUZUKI SWIFT 1 0 GC,SUZUKI,9300.0, hatchback,5.0,5,b,1995,front,fuel engine,gasoline,2.0,53.0,76.0,singplepoint injection,ohc,no,40.0,145.0,,no,no,5,manual transmission
2021,SUZUKI SWIFT 1 0 GL,SUZUKI,8620.0, hatchback,5.0,5,b,1996,front,fuel engine,gasoline,2.0,53.0,76.0,singplepoint injection,ohc,no,40.0,145.0,f,no,no,5,manual transmission
2022,SUZUKI SWIFT 1 3 GA,SUZUKI,11499.0, hatchback,5.0,5,b,2005,front,fuel engine,gasoline,4.0,92.0,116.0,multipoint injection,dohc,no,45.0,175.0,g,yes,no,5,manual transmission
2023,SUZUKI SWIFT 1 2 COMFORT,SUZUKI,13307.0, hatchback,5.0,5,b,2010,front,fuel engine,gasoline,4.0,94.0,118.0,multipoint injection,dohc,no,42.0,165.0,d,yes,no,5,manual transmission
2024,SUZUKI SWIFT 1 3 GL,SUZUKI,10489.0, sedan,5.0,5,b,1990,front,fuel engine,gasoline,2.0,71.0,101.0,singplepoint injection,ohc,no,40.0,165.0,,yes,no,4,manual transmission
2025,SUZUKI SWIFT 1 3 GL,SUZUKI,12023.0, sedan,5.0,5,b,1991,front,fuel engine,gasoline,2.0,68.0,99.0,singplepoint injection,ohc,no,40.0,165.0,,yes,no,4,manual transmission
2026,SUZUKI SWIFT 1 3 GX,SUZUKI,11569.0, sedan,5.0,5,b,1995,front,fuel engine,gasoline,2.0,68.0,99.0,singplepoint injection,ohc,no,40.0,165.0,,yes,no,4,manual transmission
2027,SUZUKI SWIFT CABRIO 1 3,SUZUKI,17695.0, convertible,5.0,5,b,1992,front,fuel engine,gasoline,2.0,68.0,99.0,singplepoint injection,ohc,no,40.0,165.0,,yes,no,2,manual transmission
2028,SUZUKI SX4 1 6 COMFORT,SUZUKI,16890.0, sedan,5.0,5,l,2007,front,fuel engine,gasoline,4.0,107.0,145.0,multipoint injection,dohc,no,50.0,180.0,g,yes,no,4,manual transmission
2029,SUZUKI SX4 1 5 BASE,SUZUKI,14525.0, suv/crossover,5.0,5,l,2006,front,fuel engine,gasoline,4.0,99.0,133.0,multipoint injection,dohc,no,50.0,175.0,g,yes,no,5,manual transmission
2030,SUZUKI SX4 1 6 COMFORT,SUZUKI,19699.0, suv/crossover,5.0,5,l,2010,front,fuel engine,gasoline,4.0,120.0,156.0,multipoint injection,dohc,no,50.0,185.0,f,yes,no,5,manual transmission
2031,SUZUKI VITARA CABRIO JA,SUZUKI,14972.000000000002, suv/crossover,5.0,4,l,1994,front+rear,fuel engine,gasoline,2.0,80.0,127.0,multipoint injection,ohc,no,42.0,144.0,,yes,no,2,manual transmission
2032,SUZUKI VITARA METAL TOP JX,SUZUKI,15655.0, suv/crossover,5.0,4,l,1997,front+rear,fuel engine,gasoline,2.0,80.0,127.0,multipoint injection,ohc,no,42.0,140.0,g,yes,no,3,manual transmission
2033,SUZUKI VITARA VILLAGER JLX 16V,SUZUKI,20418.0, suv/crossover,5.0,5,l,1994,front+rear,fuel engine,gasoline,4.0,97.0,132.0,multipoint injection,ohc,no,55.0,152.0,,yes,no,5,manual transmission
2034,SUZUKI VITARA WAGON JLX,SUZUKI,23367.0, suv/crossover,5.0,5,l,1991,front+rear,fuel engine,gasoline,4.0,97.0,132.0,multipoint injection,ohc,no,55.0,150.0,,yes,no,5,manual transmission
2035,SUZUKI WAGON R 1 0 GA,SUZUKI,9073.0, mpv,5.0,4,j,1998,front,fuel engine,gasoline,2.0,65.0,81.0,multipoint injection,dohc,no,42.0,140.0,g,yes,no,5,manual transmission
2036,SUZUKI WAGON R 1 0 GA BASIC,SUZUKI,8999.0, mpv,5.0,4,j,2002,front,fuel engine,gasoline,2.0,53.0,76.0,multipoint injection,ohc,no,41.0,132.0,g,yes,no,5,manual transmission
2037,SUZUKI WAGON R 1 0 GA,SUZUKI,9699.0, mpv,5.0,4,j,2003,front,fuel engine,gasoline,2.0,53.0,76.0,multipoint injection,ohc,no,41.0,132.0,g,yes,no,5,manual transmission
2038,SUZUKI WAGON R 1 0 BASE,SUZUKI,7928.999999999999, mpv,5.0,4,j,2006,front,fuel engine,gasoline,4.0,60.0,88.0,multipoint injection,dohc,no,41.0,145.0,g,yes,no,5,manual transmission
2039,TOYOTA AURIS 1 3 16V VVT I ACCESS,TOYOTA,16990.0, hatchback,6.0,5,c,2009,front,fuel engine,gasoline,4.0,100.0,132.0,multipoint injection,dohc,no,55.0,175.0,e,yes,yes,3,manual transmission
2040,TOYOTA AURIS 1 3 VVT I COMFORT,TOYOTA,18600.0, hatchback,6.0,5,c,2010,front,fuel engine,gasoline,4.0,100.0,132.0,multipoint injection,dohc,no,55.0,175.0,e,yes,yes,3,manual transmission
2041,SUBARU MINI JUMBO DL,SUBARU,5897.0, hatchback,4.0,5,a,1988,front,fuel engine,gasoline,2.0,37.0,54.0,carburettor,ohc,no,32.0,130.0,,no,no,3,manual transmission
2042,SUBARU MINI JUMBO DL,SUBARU,5443.0, hatchback,4.0,5,a,1982,front,fuel engine,gasoline,2.0,37.0,54.0,carburettor,dohc,no,31.0,125.0,,no,no,5,manual transmission
2043,SUBARU MINI JUMBO SDX,SUBARU,6622.999999999999, hatchback,4.0,5,a,1988,front,fuel engine,gasoline,2.0,37.0,54.0,carburettor,ohc,no,32.0,130.0,,no,no,5,manual transmission
2044,SUBARU OUTBACK 2 5I LUXURY,SUBARU,41995.0, station wagon,6.0,5,d,2009,front+rear,fuel engine,gasoline,4.0,167.0,229.0,multipoint injection,ohc,no,64.0,201.0,g,yes,yes,5,manual transmission
2045,SUBARU OUTBACK 2 5I,SUBARU,35080.0, suv/crossover,5.0,5,d,2003,front+rear,fuel engine,gasoline,4.0,165.0,226.0,multipoint injection,ohc,no,64.0,198.0,g,yes,yes,5,manual transmission
2046,SUBARU OUTBACK 2 5I COMFORT,SUBARU,36265.0, suv/crossover,5.0,5,d,2006,front+rear,fuel engine,gasoline,4.0,165.0,226.0,multipoint injection,ohc,no,64.0,198.0,g,yes,yes,5,manual transmission
2047,SUBARU SVX,SUBARU,53090.0, coupé,4.0,5,,1992,front+rear,fuel engine,gasoline,4.0,230.0,309.0,multipoint injection,dohc,no,70.0,235.0,,yes,yes,3,automatic
2048,SUBARU TREZIA 1 3 INTRO,SUBARU,17775.0, hatchback,6.0,5,j,2011,front,fuel engine,gasoline,4.0,99.0,125.0,singplepoint injection,dohc,no,42.0,170.0,e,yes,no,5,manual transmission
2049,SUBARU B9 TRIBECA 3 0R COMFORT,SUBARU,57240.0, suv/crossover,5.0,5,m,2006,front+rear,fuel engine,gasoline,4.0,245.0,297.0,multipoint injection,dohc,no,64.0,195.0,g,yes,yes,5,automatic
2050,SUBARU TRIBECA 3 6 LUXURY,SUBARU,72995.0, suv/crossover,5.0,5,m,2008,front+rear,fuel engine,gasoline,4.0,258.0,350.0,multipoint injection,dohc,no,64.0,207.0,g,yes,yes,5,automatic
2051,SUBARU VIVIO GLI BASIC,SUBARU,7712.000000000001, hatchback,5.0,5,a,1994,front,fuel engine,gasoline,2.0,44.0,53.0,singplepoint injection,ohc,no,32.0,138.0,,no,no,3,manual transmission
2052,SUBARU VIVIO GLI,SUBARU,8211.0, hatchback,5.0,5,a,1992,front,fuel engine,gasoline,2.0,44.0,53.0,singplepoint injection,ohc,no,32.0,138.0,g,no,no,5,manual transmission
2053,SUBARU WRX STI 2 5T SPORT,SUBARU,69995.0, hatchback,6.0,5,c,2010,front+rear,fuel engine,gasoline,4.0,300.0,407.0,multipoint injection,dohc,yes,60.0,250.0,g,yes,yes,5,manual transmission
2054,SUBARU WRX STI 2 5T SPORT,SUBARU,70995.0, sedan,6.0,5,c,2010,front+rear,fuel engine,gasoline,4.0,300.0,407.0,multipoint injection,dohc,yes,60.0,250.0,g,yes,yes,4,manual transmission
2055,SUZUKI ALTO,SUZUKI,4537.0, hatchback,4.0,5,a,1981,front,fuel engine,gasoline,2.0,40.0,59.0,carburettor,ohc,no,27.0,125.0,,no,no,3,manual transmission
2056,SUZUKI ALTO E,SUZUKI,4672.0, hatchback,4.0,5,a,1985,front,fuel engine,gasoline,2.0,40.0,59.0,carburettor,ohc,no,27.0,125.0,,no,no,3,manual transmission
2057,SUZUKI ALTO,SUZUKI,5352.0, hatchback,4.0,5,a,1986,front,fuel engine,gasoline,2.0,39.0,59.0,carburettor,ohc,no,30.0,130.0,,no,no,3,manual transmission
2058,SUZUKI ALTO GA,SUZUKI,6441.0, hatchback,4.0,5,a,1988,front,fuel engine,gasoline,2.0,39.0,59.0,carburettor,ohc,no,30.0,130.0,,yes,yes,3,manual transmission
2059,SUZUKI ALTO 1 0 GA,SUZUKI,7257.999999999999, hatchback,5.0,5,a,1995,front,fuel engine,gasoline,2.0,54.0,73.0,singplepoint injection,ohc,no,35.0,150.0,,yes,no,3,manual transmission
2060,SUZUKI ALTO 1 0 GA,SUZUKI,6999.0, hatchback,5.0,5,a,2000,front,fuel engine,gasoline,4.0,58.0,78.0,multipoint injection,ohc,no,35.0,150.0,g,yes,no,3,manual transmission
2061,SUZUKI ALTO FX,SUZUKI,4991.000000000001, hatchback,4.0,5,a,1981,front,fuel engine,gasoline,2.0,40.0,59.0,carburettor,ohc,no,27.0,125.0,,no,no,4,manual transmission
2062,SUZUKI ALTO FX,SUZUKI,5670.0, hatchback,4.0,5,a,1983,front,fuel engine,gasoline,2.0,40.0,59.0,carburettor,ohc,no,27.0,125.0,,no,no,4,manual transmission
2063,SUZUKI ALTO GL,SUZUKI,5897.0, hatchback,4.0,5,a,1986,front,fuel engine,gasoline,2.0,39.0,59.0,carburettor,ohc,no,30.0,130.0,,no,no,5,manual transmission
2064,SUZUKI ALTO GL,SUZUKI,7077.000000000001, hatchback,4.0,5,a,1988,front,fuel engine,gasoline,2.0,39.0,59.0,carburettor,ohc,no,30.0,130.0,,yes,yes,5,manual transmission
2065,SUZUKI ALTO 1 0 GL,SUZUKI,8257.0, hatchback,5.0,5,a,1996,front,fuel engine,gasoline,2.0,54.0,73.0,singplepoint injection,ohc,no,35.0,150.0,,yes,no,5,manual transmission
2066,SUZUKI ALTO 1 0 GA,SUZUKI,6999.0, hatchback,5.0,5,a,2000,front,fuel engine,gasoline,4.0,58.0,78.0,multipoint injection,ohc,no,35.0,150.0,g,yes,no,5,manual transmission
2067,SUZUKI ALTO 1 1 GL,SUZUKI,7999.0, hatchback,5.0,5,a,2002,front,fuel engine,gasoline,4.0,63.0,85.0,multipoint injection,ohc,no,35.0,155.0,e,yes,no,5,manual transmission
2068,SUZUKI ALTO 1 0 BASE,SUZUKI,7999.0, hatchback,5.0,5,a,2009,front,fuel engine,gasoline,4.0,68.0,90.0,multipoint injection,ohc,no,35.0,155.0,c,yes,no,5,manual transmission
2069,SUZUKI BALENO 1 3 GL,SUZUKI,12250.0, hatchback,5.0,5,b,1995,front,fuel engine,gasoline,4.0,85.0,103.0,multipoint injection,ohc,no,51.0,170.0,,yes,no,3,manual transmission
2070,SUZUKI BALENO 1 6 SPORT,SUZUKI,12932.0, hatchback,5.0,5,b,1998,front,fuel engine,gasoline,4.0,96.0,134.0,multipoint injection,ohc,no,51.0,175.0,g,yes,no,3,manual transmission
2071,SUZUKI BALENO 1 3 GL,SUZUKI,13157.0, sedan,5.0,5,b,1995,front,fuel engine,gasoline,4.0,85.0,103.0,multipoint injection,ohc,no,51.0,170.0,,yes,no,4,manual transmission
2072,SUZUKI BALENO 1 3 GLX,SUZUKI,12930.0, sedan,5.0,5,b,1997,front,fuel engine,gasoline,4.0,85.0,103.0,multipoint injection,ohc,no,51.0,170.0,,yes,no,4,manual transmission
2073,SUZUKI BALENO 1 3 GL,SUZUKI,13159.0, sedan,5.0,5,b,1998,front,fuel engine,gasoline,4.0,85.0,103.0,multipoint injection,ohc,no,51.0,160.0,g,yes,no,4,manual transmission
2074,SUZUKI BALENO WAGON 1 6 GLX,SUZUKI,14519.0, station wagon,5.0,5,b,1996,front,fuel engine,gasoline,4.0,99.0,127.0,multipoint injection,ohc,no,51.0,175.0,,yes,no,5,manual transmission
2075,SUZUKI BALENO WAGON 1 3 GLX,SUZUKI,14065.0, station wagon,5.0,5,b,1997,front,fuel engine,gasoline,2.0,85.0,103.0,multipoint injection,ohc,no,51.0,160.0,,yes,no,5,manual transmission
2076,SUZUKI BALENO WAGON 1 3 GL,SUZUKI,14065.0, station wagon,5.0,5,b,1998,front,fuel engine,gasoline,2.0,85.0,103.0,multipoint injection,ohc,no,51.0,160.0,g,yes,no,5,manual transmission
2077,SUZUKI GRAND VITARA 1 6 JX,SUZUKI,22216.0, suv/crossover,5.0,4,l,2005,front+rear,fuel engine,gasoline,4.0,106.0,145.0,multipoint injection,dohc,no,55.0,160.0,g,yes,no,3,manual transmission
2078,SUZUKI GRAND VITARA 1 6 BASE,SUZUKI,22816.0, suv/crossover,5.0,4,l,2008,front+rear,fuel engine,gasoline,4.0,106.0,145.0,multipoint injection,dohc,no,55.0,160.0,g,yes,no,3,manual transmission
2079,SUZUKI GRAND VITARA 1 6 COMFORT,SUZUKI,32599.000000000004, suv/crossover,5.0,4,l,2010,front+rear,fuel engine,gasoline,4.0,106.0,145.0,multipoint injection,dohc,no,55.0,160.0,g,yes,no,3,manual transmission
2080,SUZUKI GRAND VITARA CABRIO 1 6,SUZUKI,19199.0, suv/crossover,5.0,4,l,2000,front+rear,fuel engine,gasoline,4.0,94.0,138.0,multipoint injection,dohc,no,56.0,150.0,g,yes,no,3,manual transmission
2081,SUZUKI GRAND VITARA METAL TOP 1 6,SUZUKI,18151.0, suv/crossover,5.0,4,l,2000,front+rear,fuel engine,gasoline,4.0,94.0,138.0,multipoint injection,dohc,no,56.0,150.0,g,yes,no,3,manual transmission
2082,SUZUKI GRAND VITARA 2 0,SUZUKI,25799.0, suv/crossover,5.0,5,l,1998,front+rear,fuel engine,gasoline,4.0,128.0,174.0,multipoint injection,dohc,no,66.0,160.0,g,yes,no,5,manual transmission
2083,SUZUKI GRAND VITARA 2 0 JX,SUZUKI,25163.0, suv/crossover,5.0,5,l,2005,front+rear,fuel engine,gasoline,4.0,140.0,183.0,multipoint injection,dohc,no,66.0,175.0,g,yes,no,5,manual transmission
2084,SUZUKI GRAND VITARA 2 0 COMFORT,SUZUKI,28755.0, suv/crossover,5.0,5,l,2008,front+rear,fuel engine,gasoline,4.0,140.0,183.0,multipoint injection,dohc,no,66.0,175.0,g,yes,no,5,manual transmission
2085,SUZUKI GRAND VITARA 2 4 EXCLUSIVE,SUZUKI,36999.0, suv/crossover,5.0,5,l,2010,front+rear,fuel engine,gasoline,4.0,169.0,227.0,multipoint injection,dohc,no,66.0,185.0,g,yes,no,5,manual transmission
2086,SUZUKI GRAND VITARA XL 7 2 7 V6,SUZUKI,36299.0, suv/crossover,5.0,5,l,2001,front+rear,fuel engine,gasoline,4.0,173.0,231.0,multipoint injection,dohc,no,66.0,175.0,g,yes,no,5,manual transmission
2087,SUZUKI GRAND VITARA XL 7 2 7 V6,SUZUKI,36799.0, suv/crossover,5.0,5,l,2004,front+rear,fuel engine,gasoline,4.0,173.0,231.0,multipoint injection,dohc,no,66.0,175.0,g,yes,no,5,manual transmission
2088,SUZUKI IGNIS 1 3 GL,SUZUKI,11499.0, hatchback,5.0,5,b,2003,front,fuel engine,gasoline,4.0,83.0,110.0,multipoint injection,dohc,no,41.0,160.0,g,no,no,3,manual transmission
2089,SSANGYONG RODIUS SV 270J,SSANGYONG,38670.0, mpv,5.0,5,,2005,rear,fuel engine,diesel,2.0,165.0,345.0,common rail,dohc,yes,70.0,169.0,g,no,no,5,manual transmission
2090,SUBARU BRZ SPORT,SUBARU,38995.0, coupé,6.0,4,g,2012,rear,fuel engine,gasoline,4.0,200.0,205.0,direct injection,dohc,no,50.0,230.0,g,yes,yes,2,manual transmission
2091,SUBARU FORESTER 2 0 AWD,SUBARU,23821.0, suv/crossover,5.0,5,l,1997,front+rear,fuel engine,gasoline,4.0,125.0,184.0,multipoint injection,ohc,no,60.0,179.0,g,yes,yes,5,manual transmission
2092,SUBARU FORESTER 2 0 AWD,SUBARU,26245.0, suv/crossover,5.0,5,l,2000,front+rear,fuel engine,gasoline,4.0,125.0,184.0,multipoint injection,ohc,no,60.0,179.0,g,yes,yes,5,manual transmission
2093,SUBARU FORESTER 2 0 X AWD,SUBARU,26495.0, suv/crossover,5.0,5,l,2002,front+rear,fuel engine,gasoline,4.0,125.0,184.0,multipoint injection,ohc,no,60.0,180.0,g,yes,yes,5,manual transmission
2094,SUBARU FORESTER 2 0 X AWD,SUBARU,28100.0, suv/crossover,5.0,5,l,2005,front+rear,fuel engine,gasoline,4.0,158.0,186.0,multipoint injection,ohc,no,60.0,197.0,g,yes,yes,5,manual transmission
2095,SUBARU FORESTER 2 0 COMFORT,SUBARU,33995.0, suv/crossover,5.0,5,l,2008,front+rear,fuel engine,gasoline,4.0,150.0,196.0,multipoint injection,ohc,no,64.0,184.0,g,yes,yes,5,manual transmission
2096,SUBARU FORESTER 2 0 INTRO,SUBARU,34495.0, suv/crossover,5.0,5,l,2011,front+rear,fuel engine,gasoline,4.0,150.0,198.0,multipoint injection,ohc,no,64.0,185.0,g,yes,yes,5,manual transmission
2097,SUBARU IMPREZA 1 5R COMFORT,SUBARU,20995.0, hatchback,5.0,5,c,2008,front,fuel engine,gasoline,4.0,107.0,142.0,multipoint injection,dohc,no,60.0,173.0,g,yes,yes,5,manual transmission
2098,SUBARU IMPREZA 1 6 LX,SUBARU,13610.999999999998, sedan,5.0,5,c,1993,front,fuel engine,gasoline,4.0,90.0,128.0,multipoint injection,ohc,no,50.0,175.0,,yes,yes,4,manual transmission
2099,SUBARU IMPREZA 1 6 LX,SUBARU,13610.999999999998, sedan,5.0,5,c,1997,front,fuel engine,gasoline,4.0,90.0,137.0,multipoint injection,ohc,no,50.0,178.0,,yes,yes,4,manual transmission
2100,SUBARU IMPREZA 1 6 GL AWD,SUBARU,15652.999999999998, sedan,5.0,5,c,1998,front+rear,fuel engine,gasoline,4.0,95.0,143.0,multipoint injection,ohc,no,50.0,175.0,g,yes,yes,4,manual transmission
2101,SUBARU IMPREZA 1 6 TS AWD,SUBARU,19495.0, sedan,5.0,5,c,2000,front+rear,fuel engine,gasoline,4.0,95.0,143.0,multipoint injection,ohc,no,50.0,172.0,g,yes,yes,4,manual transmission
2102,SUBARU IMPREZA 1 6 TS AWD,SUBARU,19995.0, sedan,5.0,5,c,2003,front+rear,fuel engine,gasoline,4.0,95.0,143.0,multipoint injection,ohc,no,50.0,174.0,g,yes,yes,4,manual transmission
